URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CACHE_CONTROL,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATE_CITY,WHOIS_REG_YEAR,UPDATE_YEAR,DOMAIN_NAME,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,UDP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,TIPO
B0_828,71,11,us-ascii,Microsoft-HTTPAPI/2.0,None,324,us,California,2006,2017,docstoc.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_875,71,15,us-ascii,Apache/2.2.15 (CentOS),None,324,US,Washington,2006,2017,akormerkezi.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1145,72,14,us-ascii,AmazonS3,None,324,CA,Ontario,2001,2017,subscene.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1172,72,16,utf-8,Apache/2.2.0 (Fedora),"""no-cache=""""set-cookie""""""",11260,US,New York,1995,2017,wn.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1275,72,12,UTF-8,nginx/1.12.0,no-cache,11260,KR,Korea,1997,2017,ecplaza.net,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1282,72,12,us-ascii,Apache,None,1853,US,New York,1997,2017,butlersports.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1313,72,12,ISO-8859-1,AmazonS3,None,11260,US,Utah,1995,2017,ancestry.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_141,72,15,UTF-8,Apache/2.2.0 (Fedora),"""no-cache, no-cache=""""set-cookie""""""",11260,US,California,2002,2017,justia.com,47,13,6,6078,0,53,52,40968,6520,53,6,Benigna
B0_2084,72,14,utf-8,Apache/2,private,14092,US,Virginia,1994,2017,netscape.com,12,5,4,960,0,12,8,498,960,12,0,Benigna
B0_24,72,12,UTF-8,Apache/2.2.0 (Fedora),no-cache,11260,US,Washington,1994,2017,amazon.com,27,21,8,3862,0,33,33,11108,4290,33,6,Benigna
B0_244,72,9,ISO-8859-1,Apache/2.2.0 (Fedora),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",2819,BE,Antwerp,2000,2017,aviewoncities.com,39,2,13,3042,0,45,26,5914,3520,45,6,Benigna
B0_343,72,12,iso-8859-1,Apache/2.2.0 (Fedora),None,363,DE,Wettingen,2007,2017,adultcomicsbox.com,28,2,5,2490,0,32,29,18969,2802,32,4,Benigna
B0_489,72,13,utf-8,AmazonS3,"no-cache, must-revalidate, max-age=0",1832,US,California,2009,2017,baseballpastandpresent.com,9,0,3,1165,0,15,16,1673,1673,15,6,Benigna
B0_623,72,12,us-ascii,Apache/2,None,324,US,New York,2009,2017,financialfraudlaw.com,80,0,2,6525,0,84,102,126205,6843,84,4,Benigna
B0_852,72,14,UTF-8,Apache/2.2.22 (Debian),max-age=1,11260,PA,Panama,2007,2017,duckduckgo.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_888,72,11,iso-8859-1,Apache,None,11260,US,Tennessee,2007,2017,worldwidescience.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_930,72,11,ISO-8859-1,Apache/2.2.0 (Fedora),private,1145,US,New Jersey,1998,2017,leaguelineup.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1001,73,14,UTF-8,Apache/2.2.0 (Fedora),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Wyoming,2003,2017,torrentreactor.net,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1074,73,17,ISO-8859-1,Apache/2.2.22 (Debian),"max-age=120,  s-maxage=120, private",13240,US,Pennsylvania,2008,2017,streamingthe.net,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1082,73,13,iso-8859-1,Apache/2,None,11260,US,Utah,1995,2017,ancestry.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1184,73,14,utf-8,Apache/2.2.0 (Fedora),"public, max-age=300",32103,US,New York,2008,2017,soundersfc.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1229,73,15,iso-8859-1,Apache/2.2.0 (Fedora),None,484,US,Arizona,2007,2017,cesarica.net,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1240,73,13,iso-8859-1,Apache,None,11260,US,Utah,1995,2017,ancestry.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_132,73,13,iso-8859-1,Apache/2.2.0 (Fedora),None,11260,US,Utah,1995,2017,ancestry.com,27,12,5,3149,0,33,34,37964,3647,33,6,Benigna
B0_1334,73,15,iso-8859-1,Apache/2,None,330,US,California,1996,2017,smartvoter.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_213,73,15,utf-8,Apache/2.2.0 (Fedora),"private, s-maxage=0, max-age=0, must-revalidate",44491,CA,Ontario,2003,2017,wikia.com,208,0,1,14530,0,210,278,466055,14688,210,2,Benigna
B0_2235,73,11,UTF-8,nginx/1.12.0,"no-store, no-cache, must-revalidate",12487,US,Illinois,2000,2017,coasttocoasttickets.com,22,11,12,1524,0,22,19,1268,1524,22,0,Benigna
B0_2248,73,11,UTF-8,Apache/2.2.0 (Fedora),"no-cache, no-store, max-age=0, must-revalidate",3674,US,California,2000,2017,blogspot.com,3,3,1,366,0,3,5,306,366,3,0,Benigna
B0_2321,73,17,UTF-8,nginx/1.12.0,None,11260,JP,Tokyo,2007,2017,hurryupharry.org,11,6,8,810,0,11,14,913,810,11,0,Benigna
B0_279,73,15,ISO-8859-1,squid/3.3.8,None,3591,US,California,1994,2017,allmusic.com,23,4,3,2425,0,29,36,33598,2881,29,6,Benigna
B0_36,73,12,UTF-8,Apache-Coyote/1.1,"""no-cache=""""set-cookie""""""",17908,US,Georgia,2007,2017,worthpoint.com,17,12,3,2396,0,23,25,26621,2856,23,6,Benigna
B0_559,73,13,ISO-8859-1,nginx/0.8.38,max-age=86400,18901,US,Massachusetts,2000,2017,studentsreview.com,51,6,5,3932,0,55,48,87340,4252,55,4,Benigna
B0_699,73,12,UTF-8,Server,no-cache,11260,US,Washington,1994,2017,amazon.com,49,43,4,5365,0,55,60,78671,5793,55,6,Benigna
B0_804,73,17,UTF-8,mw2242.codfw.wmnet,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2017,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_167,74,11,ISO-8859-1,cloudflare-nginx,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,RU,Krasnoyarsk,2010,2017,seoholding.com,11,0,3,1260,0,19,17,2399,1850,19,8,Maligna
B0_1162,74,12,us-ascii,Microsoft-IIS/7.5,None,324,US,Pennsylvania,2005,2017,pa-attractions.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_147,74,15,UTF-8,Apache-Coyote/1.1,no-cache,46884,US,Washington,2004,2017,zillow.com,8,0,1,432,0,8,2,124,432,8,0,Benigna
B0_2208,74,13,UTF-8,Server,no-cache,11260,US,Washington,1994,2017,amazon.com,3,3,1,366,0,3,5,306,366,3,0,Benigna
B0_2251,74,12,us-ascii,Microsoft-HTTPAPI/2.0,None,324,CA,Saskatchewan,2000,2017,losangelesgasprices.com,5,4,2,486,0,5,6,480,486,5,0,Benigna
B0_352,74,16,UTF-8,nginx,None,11260,US,New Jersey,1997,2017,weirdnj.com,8,1,3,1088,0,14,13,2036,1524,14,6,Benigna
B0_454,74,13,utf-8,Apache/2.2.0 (Fedora),None,11260,US,Texas,1996,2017,superpages.com,21,1,5,2873,0,25,23,9017,3177,25,4,Benigna
M0_62,75,13,UTF-8,Apache,None,193,US,Pennsylvania,2014,2017,dawnframing.com,8,0,6,801,0,10,9,677,951,10,2,Maligna
B0_1360,75,15,UTF-8,Apache/2,"no-cache, no-store, max-age=0, must-revalidate",8417,US,California,2000,2017,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_196,75,16,ISO-8859-1,nginx,max-age=60,11260,US,New Jersey,1994,2017,nj.com,33,3,8,3647,0,41,39,32399,4247,41,8,Benigna
B0_2238,75,14,UTF-8,Microsoft-HTTPAPI/2.0,"private, s-maxage=0, max-age=0, must-revalidate",4721,US,California,2001,2017,wikipedia.org,4,3,2,432,0,4,6,372,432,4,0,Benigna
B0_248,75,13,us-ascii,nginx/1.10.0 (Ubuntu),None,324,TR,Istanbul,2004,2017,turkcebilgi.com,23,14,7,2472,0,27,19,6776,2796,27,4,Benigna
B0_404,75,14,utf-8,nginx/1.12.0,"no-cache, no-store, max-age=0, must-revalidate",11260,US,California,1997,2017,google.com,39,18,14,4631,0,49,42,12921,5353,49,10,Benigna
B0_868,75,12,UTF-8,Apache/2.2.22 (Debian),"max-age=0,no-cache, no-store, must-revalidate",11260,US,Washington,1994,2017,classmates.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_987,75,15,ISO-8859-1,Apache/2.2.15 (CentOS),private,11260,US,Florida,2000,2017,boxden.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2157,76,13,ISO-8859-1,Apache/2.2.22 (Debian),private,92183,CA,Quebec,2004,2017,thebaseballcube.com,10,4,5,780,0,10,7,442,780,10,0,Benigna
B0_534,76,15,ISO-8859-1,Apache/2,no-cache,12368,US,California,1998,2017,go.com,47,0,5,4544,0,55,57,53238,5134,55,8,Benigna
B0_80,76,12,us-ascii,Apache,None,324,US,Florida,2007,2017,corporationwiki.com,26,19,4,3635,0,32,30,23404,4125,32,6,Benigna
B0_842,76,12,UTF-8,AmazonS3,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",9672,US,Alabama,1997,2017,ncregister.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_912,76,14,UTF-8,Apache/2.2.15 (Red Hat),None,17721,CA,Quebec,2000,2017,sympatico.ca,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2013,77,15,us-ascii,Apache/2.2.29 (Unix),None,324,US,Utah,1999,2017,genealogy.com,5,5,3,498,0,5,8,508,498,5,0,Benigna
B0_2174,77,13,ISO-8859-1,Apache/2.2.29 (Unix),None,11260,US,Utah,1995,2017,ancestry.com,17,7,9,1206,0,17,15,991,1206,17,0,Benigna
B0_2272,77,14,us-ascii,Apache/2.2.29 (Unix),None,324,US,Colorado,2014,2017,moviecritical.com,6,3,4,564,0,6,7,442,564,6,0,Benigna
B0_431,77,14,ISO-8859-1,Apache/2.2.29 (Unix),None,11260,US,Arizona,2006,2017,petetheplanner.com,32,7,9,2445,0,34,36,41408,2601,34,2,Benigna
B0_432,77,14,UTF-8,Apache/2.2.29 (Unix),"no-cache, no-store, max-age=0, must-revalidate",22409,US,California,2000,2017,blogspot.com,27,0,4,2403,0,31,30,27476,2741,31,4,Benigna
B0_735,77,13,utf-8,Apache/2.2.29 (Unix),None,63049,US,Virginia,1994,2017,usatoday.com,33,1,5,3244,0,43,40,24630,4114,43,10,Benigna
B0_751,77,14,utf-8,Apache/2.2.29 (Unix),"private,no-cache,must-revalidate",11260,US,California,1995,2017,yahoo.com,25,20,3,3591,0,31,31,13757,4041,31,6,Benigna
B0_1203,78,10,utf-8,Apache/2.2.29 (Unix),no-cache,23146,US,New York,1994,2017,nytimes.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_134,78,16,UTF-8,Apache/2.2.29 (Unix),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Wyoming,2003,2017,torrentreactor.net,11,1,3,1335,0,17,17,2109,1835,17,6,Benigna
B0_1393,78,17,UTF-8,Apache/2.2.29 (Unix),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2017,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2021,78,11,UTF-8,Apache/2.2.29 (Unix),"max-age=0, no-cache",11260,US,Washington,2006,2017,video4viet.com,17,9,9,1594,0,17,18,1152,1594,17,0,Benigna
B0_212,78,15,iso-8859-1,Apache/2.2.29 (Unix),None,13,JP,Tottori,2017,2017,monteregie-travelguide.com,8,0,3,528,0,8,2,124,528,8,0,Benigna
B0_2146,78,16,UTF-8,Apache/2.2.29 (Unix),"no-cache, no-store, max-age=0, must-revalidate",9313,US,California,2000,2017,blogspot.com,13,6,9,1026,0,13,14,904,1026,13,0,Benigna
B0_2203,78,13,UTF-8,Apache/2.2.29 (Unix),None,28508,US,New York,1995,2017,barnesandnoble.com,8,6,6,696,0,8,9,574,696,8,0,Benigna
B0_2211,78,15,ISO-8859-1,Apache/2.2.29 (Unix),None,9,US,Washington,2005,2017,poundingtherock.com,8,6,6,672,0,8,9,562,672,8,0,Benigna
B0_278,78,13,UTF-8,Apache/2.2.29 (Unix),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2017,wikipedia.org,39,35,2,5949,0,47,47,32891,6557,47,8,Benigna
B0_433,78,10,utf-8,Apache/2.2.29 (Unix),no-cache,23144,US,New York,1994,2016,nytimes.com,36,3,10,2981,0,42,41,31493,3449,42,6,Benigna
B0_748,78,13,ISO-8859-1,Apache/2.2.29 (Unix),None,11,US,Kansas,2000,2017,absoluteastronomy.com,62,0,3,4725,0,66,65,97272,5023,66,4,Benigna
B0_784,78,12,UTF-8,Apache/2.2.29 (Unix),no-cache,11260,US,Washington,1994,2014,amazon.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_964,78,17,iso-8859-1,Apache/2.2.29 (Unix),None,11260,US,Utah,1995,2017,ancestry.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_99,78,16,ISO-8859-1,Apache/2.2.29 (Unix),"max-age=0, no-cache, no-store",2743,US,California,1996,2017,kansascity.com,23,5,11,2106,0,27,31,6415,2410,27,4,Benigna
B0_1072,79,13,ISO-8859-1,Apache/2.2.0 (Fedora),None,1245,US,Arkansas,1999,2017,arrangeonline.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1121,79,14,ISO-8859-1,Apache/2.2.0 (Fedora),no-cache,6748,US,Florida,1996,2017,mountroyalcem.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1193,79,14,utf-8,Microsoft-HTTPAPI/2.0,None,11260,US,Pennsylvania,2006,2017,friendseat.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1223,79,9,UTF-8,Apache/2.2.15 (CentOS),"max-age=0, no-cache, no-store",53420,US,New Jersey,1994,2017,wsj.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1355,79,15,UTF-8,AmazonS3,no-cache,46887,US,Washington,2004,2017,zillow.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2164,79,15,UTF-8,Apache/2.2.0 (Fedora),"no-cache, must-revalidate, max-age=0",11260,US,Arizona,2010,2017,driftwoodmagazine.com,6,3,4,564,0,6,8,504,564,6,0,Benigna
B0_269,79,16,ISO-8859-1,nginx/1.12.0,None,11593,US,Illinois,2000,2017,elburnherald.com,13,1,3,1763,0,19,19,2308,2233,19,6,Benigna
B0_456,79,15,UTF-8,Apache,"no-cache, must-revalidate, max-age=0",11260,CA,Quebec,2002,2017,bridgemontreal.ca,15,0,4,1301,0,17,7,552,1455,17,2,Benigna
B0_1086,80,16,UTF-8,AmazonS3,private,7240,US,California,1996,2017,fodors.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1094,80,12,UTF-8,Apache/2.2.0 (Fedora),no-cache,471,US,California,2004,2017,flightlevel350.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_129,80,12,UTF-8,Apache/2,"private, max-age=0",38149,US,California,2000,2017,blogspot.com,41,0,5,3333,0,45,43,42229,3715,45,4,Benigna
B0_1389,80,15,UTF-8,Apache/2.2.0 (Fedora),max-age=300,11260,US,California,1998,2017,go.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_142,80,13,utf-8,Apache/2.2.0 (Fedora),"public, max-age=14400",11260,US,California,1995,2017,yahoo.com,50,43,12,7282,0,60,57,24220,8042,60,10,Benigna
B0_2077,80,17,ISO-8859-1,Apache/2.2.0 (Fedora),None,8619,BY,Minsk,2004,2017,carionltd.com,22,18,3,3156,0,22,15,4966,3156,22,0,Benigna
B0_2145,80,14,us-ascii,AmazonS3,None,324,CA,Ontario,2003,2017,thefreedictionary.com,5,4,2,498,0,5,7,438,498,5,0,Benigna
B0_463,80,13,ISO-8859-1,Apache/2,None,11260,US,Illinois,1998,2017,goodguide.com,16,1,4,1739,0,20,20,12620,2059,20,4,Benigna
B0_756,80,11,us-ascii,Apache/2.2.22 (Debian),None,324,US,California,2003,2017,sedationdentistbowlinggreen.com,33,10,8,3764,0,41,23,7356,4412,41,8,Benigna
B0_810,80,16,UTF-8,Apache,None,11260,US,Washington,1994,2017,amazon.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_849,80,13,UTF-8,Apache/2.2.0 (Fedora),"no-cache, no-store, max-age=0, must-revalidate",11326,US,California,2000,2017,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_878,80,12,iso-8859-1,Apache/2.2.0 (Fedora),None,236,US,California,1998,2017,brucehamilton.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
M4_70,81,17,utf-8,Apache/2.2.22 (Debian),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Colorado,2003,2017,88logistics.com,0,0,0,0,0,0,2,124,0,0,0,Maligna
M4_71,81,17,utf-8,Apache/2,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Colorado,2003,2017,88logistics.com,0,0,0,0,0,0,2,124,0,0,0,Maligna
B0_101,81,14,UTF-8,Apache/2.2.0 (Fedora),"no-cache, no-store, max-age=0, must-revalidate",10527,US,California,2000,2017,blogspot.com,75,8,16,7388,0,79,76,65108,7734,79,4,Benigna
B0_118,81,18,iso-8859-1,Apache/2.2.0 (Fedora),None,213,US,Oklahoma,1999,2017,newsok.com,11,6,1,2088,0,15,15,7459,2388,15,4,Benigna
B0_2311,81,16,us-ascii,Apache,None,324,US,Utah,1999,2017,genealogy.com,2,2,1,276,0,2,3,184,276,2,0,Benigna
B0_519,81,13,us-ascii,Apache/2.2.0 (Fedora),None,324,US,Texas,2005,2017,alacrastore.com,16,1,2,2074,0,22,27,10646,2540,22,6,Benigna
B0_649,81,11,UTF-8,Apache/2,max-age=2,11260,US,Washington,2011,2017,manufacturedirections.net,23,2,6,2362,0,31,23,5472,3008,31,8,Benigna
B0_712,81,16,UTF-8,Apache/2.2.0 (Fedora),no-cache,11260,US,Florida,1999,2017,popmatters.com,15,0,3,1894,0,19,20,7062,2198,19,4,Benigna
B0_720,81,15,ISO-8859-1,nginx/1.12.0,None,11260,US,Illinois,2003,2017,city-data.com,17,0,3,2281,0,21,22,29619,2581,21,4,Benigna
B0_83,81,12,ISO-8859-1,Apache/2.2.0 (Fedora),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",4897,US,Florida,2000,2017,familytreeguide.com,47,3,8,3718,0,51,47,44519,4064,51,4,Benigna
M4_69,82,17,utf-8,nginx/1.12.0,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Colorado,2003,2017,88logistics.com,0,0,0,0,0,0,2,124,0,0,0,Maligna
M4_72,82,17,utf-8,Microsoft-IIS/6.0,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Colorado,2003,2017,88logistics.com,0,0,0,0,0,0,3,186,0,0,0,Maligna
M4_73,82,17,utf-8,Microsoft-IIS/6.0,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Colorado,2003,2017,88logistics.com,0,0,0,0,0,0,2,124,0,0,0,Maligna
M4_74,82,17,utf-8,Microsoft-IIS/6.0,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Colorado,2003,2017,88logistics.com,0,0,0,0,0,0,2,124,0,0,0,Maligna
B0_2051,82,13,ISO-8859-1,nginx/1.10.1,None,8521,PA,Panama,2004,2017,azchords.com,8,3,6,696,0,8,9,574,696,8,0,Benigna
B0_2060,82,17,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,Washington,1994,2017,msn.com,5,4,2,498,0,5,6,376,498,5,0,Benigna
B0_2267,82,14,UTF-8,Apache/2.2.0 (Fedora),None,11260,CA,Quebec,2000,2017,yellowpages.ca,5,3,2,498,0,5,7,438,498,5,0,Benigna
B0_228,82,17,ISO-8859-1,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",9101,US,California,2005,2017,ticketwood.com,20,6,5,2638,0,28,25,6137,3208,28,8,Benigna
B0_284,82,17,UTF-8,Apache/2,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Florida,1995,2017,fugitive.com,3,0,1,488,0,5,6,482,632,5,2,Benigna
B0_382,82,13,us-ascii,nginx,None,324,US,Florida,2007,2017,corporationwiki.com,31,26,6,3286,0,37,45,28351,3776,37,6,Benigna
B0_77,82,18,UTF-8,Microsoft-HTTPAPI/2.0,"no-cache, no-store, max-age=0, must-revalidate",53520,US,California,2000,2017,blogspot.com,45,2,5,3565,0,49,49,58127,3903,49,4,Benigna
B0_808,82,12,ISO-8859-1,nginx/1.10.0 (Ubuntu),None,11260,US,Florida,2000,2017,cabotlodgemillsaps.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_97,82,14,UTF-8,nginx/1.12.0,"no-cache, must-revalidate, max-age=0",11260,US,Massachusetts,1996,2017,electronichouse.com,14,9,2,2200,0,20,18,6009,2682,20,6,Benigna
M4_64,83,17,utf-8,Apache/2.2.22 (Debian),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Colorado,2003,2017,88logistics.com,1,1,1,90,0,1,5,416,90,1,0,Maligna
B0_1035,83,17,UTF-8,Apache/2.2.15 (CentOS),None,11260,US,Washington,1994,2017,amazon.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_202,83,11,UTF-8,Apache/2.2.22 (Debian),"no-cache, must-revalidate, max-age=0",11260,JP,Fukuoka,2013,2017,stanleycupplayoffs2008.com,11,4,4,1278,0,17,16,1874,1750,17,6,Benigna
B0_2096,83,16,UTF-8,Apache/2,None,11260,US,Washington,1995,2017,expedia.com,7,3,3,630,0,7,5,310,630,7,0,Benigna
B0_210,83,21,UTF-8,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",2034,US,Colorado,2009,2017,picktorrent.com,22,8,7,1628,0,26,25,14894,1944,26,4,Benigna
B0_232,83,14,utf-8,AmazonS3,None,11260,US,California,1999,2017,proboards.com,24,10,4,3705,0,32,32,11756,4319,32,8,Benigna
B0_423,83,15,UTF-8,Apache/2.2.15 (Red Hat),"no-cache, no-store, max-age=0, must-revalidate",34930,US,California,2000,2017,blogspot.com,29,0,3,2523,0,33,34,44807,2881,33,4,Benigna
B0_488,83,19,ISO-8859-1,Apache/2.2.29 (Unix),None,5866,BG,Sofia,2010,2017,yellow-page-canada.com,9,0,3,1165,0,15,16,1673,1673,15,6,Benigna
B0_752,83,13,ISO-8859-1,Apache/2.2.29 (Unix),None,162,US,Minnesota,1996,2017,publicradio.org,24,3,7,2676,0,28,20,3594,3000,28,4,Benigna
B0_806,83,17,UTF-8,Apache/2.2.29 (Unix),no-cache,46886,US,Washington,2004,2017,zillow.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_63,84,15,UTF-8,Apache/2.2.29 (Unix),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11323,US,Washington,2003,2017,free-crochet-pattern.com,25,0,5,2262,0,29,27,33205,2588,29,4,Maligna
B0_1071,84,17,UTF-8,Apache/2.2.29 (Unix),max-age=2592000,12773,US,UTAH,2005,2017,epltalk.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1385,84,12,ISO-8859-1,Apache/2.2.29 (Unix),private,23412,US,Arizona,2005,2017,bodybuildingdungeon.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1394,84,15,utf-8,Apache/2.2.29 (Unix),"store, no-cache, must-revalidate, post-check=0, pre-check=0",8326,US,Texas,1998,2017,wilsoncountynews.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_219,84,14,ISO-8859-1,Apache/2.2.29 (Unix),"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2017,facebook.com,67,17,5,13331,0,73,70,67914,13771,73,6,Benigna
B0_2225,84,14,UTF-8,Apache/2.2.29 (Unix),"no-cache, no-store, max-age=0, must-revalidate",11243,US,California,2000,2017,blogspot.com,11,11,7,834,0,11,13,894,834,11,0,Benigna
M0_61,85,13,UTF-8,Apache/2.2.29 (Unix),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",8364,US,Washington,2004,2017,callingcardsinstantly.com,37,0,8,3630,0,43,40,34113,4118,43,6,Maligna
B0_1048,85,18,ISO-8859-1,Apache/2.2.29 (Unix),max-age=60,11260,US,New Jersey,1996,2017,oregonlive.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2083,85,12,UTF-8,Apache/2.2.29 (Unix),max-age=2,11260,US,Washington,2011,2017,manufacturedirections.net,7,7,3,618,0,7,9,562,618,7,0,Benigna
B0_2256,85,15,UTF-8,Apache/2.2.29 (Unix),"no-cache, no-store, max-age=0, must-revalidate",27976,US,California,2000,2017,blogspot.com,7,7,3,582,0,7,9,632,582,7,0,Benigna
B0_1261,86,15,UTF-8,Apache/2.2.29 (Unix),"no-cache, no-store",11260,US,California,2000,2017,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1352,86,17,UTF-8,Apache/2.2.29 (Unix),None,58,US,Michigan,2016,2017,hypeeater.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2075,86,16,utf-8,Apache/2.2.29 (Unix),no-cache,3500,US,Arizona,2006,2017,visitlongbranch.com,30,8,9,2296,0,30,11,688,2296,30,0,Benigna
B0_2196,86,17,utf-8,Apache/2.2.29 (Unix),None,959,US,Washington,2000,2017,hotpads.com,10,9,8,804,0,10,13,826,804,10,0,Benigna
B0_340,86,13,ISO-8859-1,Apache/2.2.29 (Unix),None,13747,US,Illinois,2004,2017,mchenrycountysports.com,20,0,2,2487,0,26,18,2587,2979,26,6,Benigna
B0_430,86,16,UTF-8,Apache/2.2.29 (Unix),"no-cache, no-store, max-age=0, must-revalidate",14291,US,California,2000,2017,blogspot.com,67,4,10,6257,0,71,53,51527,6619,71,4,Benigna
B0_595,86,15,utf-8,Apache/2.2.29 (Unix),"private, max-age=0, must-revalidate",11260,US,California,1998,2017,ioffer.com,10,0,2,2202,0,14,15,3304,2490,14,4,Benigna
B0_958,86,16,UTF-8,Apache/2.2.29 (Unix),"private, max-age=0",15108,US,California,2002,2017,sherdog.net,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1069,87,17,UTF-8,Apache/2.2.29 (Unix),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,California,2001,2017,metacafe.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_122,87,13,UTF-8,Apache/2.2.0 (Fedora),"private, s-maxage=0, max-age=0, must-revalidate",15187,US,California,2001,2017,wikipedia.org,26,22,1,4523,0,32,34,26400,4979,32,6,Benigna
B0_2181,87,18,UTF-8,Apache/2.2.0 (Fedora),None,11260,US,Kansas,2009,2017,airlockalpha.com,8,5,5,660,0,8,10,661,660,8,0,Benigna
B0_407,87,15,utf-8,Microsoft-HTTPAPI/2.0,"public, max-age=180",9083,US,Virginia,1994,2017,usatoday.com,14,0,5,1482,0,20,18,8797,1914,20,6,Benigna
